x*;T;n;P_N;P_T;u_pot/T;h;u_pot;J_q;P_id
70.69;0.64106;0.755155;0.0077827;0.0081455;-6.36595;-3.1087;-4.080955907;-0.00101425;0.484099664
70.99;0.64112;0.754055;0.00800675;0.00893818;-6.36515;-3.10695;-4.080824968;0.000241647;0.483439742
71.29;0.640695;0.754525;0.0075691;0.007436225;-6.36965;-3.10985;-4.081002907;0.001065913;0.483420395
71.58;0.640765;0.755125;0.0078044;0.00903225;-6.369;-3.1092;-4.081032285;-0.000962195;0.483857671
71.88;0.64097;0.7542;0.00780665;0.007782;-6.36705;-3.1091;-4.081088039;1.147E-05;0.483419574
72.18;0.64091;0.75443;0.0078507;0.00661022;-6.3675;-3.1097;-4.080994425;0.000163826;0.483521731
72.47;0.641055;0.754565;0.00821495;0.008979375;-6.3653;-3.10815;-4.080507392;0.000097725;0.483717666
72.77;0.64086;0.75498;0.00800005;0.008853087;-6.36715;-3.1084;-4.080451749;-0.000511871;0.483836483
73.06;0.64071;0.75394;0.00802275;0.007326129;-6.3685;-3.10785;-4.080361635;0.000166087;0.483056897
73.36;0.64091;0.75481;0.00785985;0.008766485;-6.36645;-3.10805;-4.08032147;0.0001346;0.483765277
73.66;0.641035;0.75457;0.007932;0.008725415;-6.36545;-3.1068;-4.080476241;0.000400524;0.48370578
73.95;0.64107;0.75429;0.0080594;0.008327198;-6.3654;-3.10745;-4.080666978;-0.000612001;0.48355269
74.25;0.641055;0.754485;0.0078145;0.007404495;-6.3651;-3.10875;-4.080379181;0.000651149;0.483666382
74.55;0.64075;0.75463;0.0080465;0.006916028;-6.36825;-3.10915;-4.080456188;-0.00010287;0.483529173
74.84;0.64086;0.75444;0.0080769;0.005655503;-6.36735;-3.1107;-4.080579921;-0.000260057;0.483490418
75.14;0.640995;0.75446;0.0081715;0.008805955;-6.3659;-3.10795;-4.080510071;-6.68795E-05;0.483605088
75.44;0.641005;0.75461;0.008004;0.00927915;-6.3653;-3.1069;-4.080189127;0.000163085;0.483708783
75.73;0.640895;0.75444;0.00810705;0.007007591;-6.36725;-3.1103;-4.080738689;0.000327492;0.483516824
