x*;T;n;P_N;P_T;u_pot/T;h;u_pot;J_q;P_id
70.4;0.599215;0.77845;0.0046327;0.003781025;-7.0961;-3.34755;-4.252089562;0.000143325;0.466458917
70.69;0.599205;0.778165;0.0046244;0.005189448;-7.09615;-3.34645;-4.252048561;0.00005278;0.466280359
70.99;0.59926;0.77849;0.004026425;0.005084545;-7.0951;-3.3473;-4.251809626;-0.00022915;0.466517917
71.29;0.599275;0.779;0.004059;0.004660792;-7.09435;-3.3475;-4.251466596;0.000463312;0.466835225
71.58;0.599415;0.777685;0.00484665;0.003882305;-7.09235;-3.3463;-4.251260975;-0.000209506;0.466156054
71.88;0.59934;0.778485;0.003911865;0.003502187;-7.09345;-3.34815;-4.251388323;-0.000481765;0.4665772
72.18;0.599395;0.77877;0.00427345;0.002302384;-7.0934;-3.34805;-4.251748493;0.00040088;0.466790844
72.47;0.59929;0.778;0.0045962;0.003811137;-7.0941;-3.34715;-4.251423189;0.00005247;0.46624762
72.77;0.59941;0.777985;0.00460855;0.003522463;-7.09285;-3.346;-4.251525219;0.000140765;0.466331989
73.06;0.599515;0.779525;0.0046212;0.006215443;-7.09215;-3.34575;-4.251850307;-0.000516023;0.46733693
73.36;0.599165;0.77811;0.0047612;0.004880778;-7.0959;-3.3471;-4.251614924;0.000467703;0.466216278
73.66;0.59945;0.777895;0.0047421;0.00317976;-7.09185;-3.3455;-4.251209483;-0.000501228;0.466309158
73.95;0.59929;0.778825;0.0046496;0.007818653;-7.0951;-3.3474;-4.252022479;-8.322E-05;0.466742034
74.25;0.599695;0.77867;0.004457115;0.004827945;-7.08945;-3.34635;-4.251507718;-4.75125E-05;0.466964506
74.55;0.59948;0.77792;0.00476055;0.003675692;-7.092;-3.34735;-4.25151216;0.000669867;0.466347482
74.84;0.59963;0.77853;0.0049211;0.005980833;-7.0906;-3.3456;-4.251736478;-0.000262815;0.466829944
75.14;0.59945;0.778575;0.00439245;0.006387385;-7.09285;-3.3457;-4.251808933;-0.000157309;0.466716784
75.44;0.599685;0.77838;0.00459735;0.005450118;-7.09005;-3.34505;-4.251796634;0.000168993;0.46678281
75.73;0.59982;0.778615;0.00494905;0.00487299;-7.08825;-3.34475;-4.251674115;-0.000376288;0.467028849
