x*;T;n;P_N;P_T;u_pot/T;h;u_pot;J_q;P_id
71.58;0.69008;0.72275;0.013907;0.015174375;-5.6011;-2.8115;-3.865207088;0.000649209;0.49875532
71.88;0.68973;0.72312;0.013975;0.017075225;-5.60445;-2.81125;-3.865557299;0.000059625;0.498757558
72.18;0.690045;0.722255;0.0137825;0.01417025;-5.6011;-2.809;-3.86501105;-0.000820707;0.498388451
72.47;0.69011;0.722785;0.0139715;0.0127102;-5.6007;-2.81105;-3.865099077;0.00047793;0.498801156
72.77;0.68981;0.723;0.0140145;0.014535485;-5.6037;-2.8123;-3.865488297;0.000588406;0.49873263
73.06;0.68983;0.722945;0.01347;0.01126098;-5.60335;-2.81275;-3.865358931;-8.1365E-05;0.498709149
73.36;0.690075;0.72243;0.0142655;0.01421442;-5.60055;-2.81145;-3.864799541;-0.000507655;0.498530882
73.66;0.69011;0.722485;0.0139795;0.014925568;-5.6005;-2.811;-3.864961055;0.000198626;0.498594123
73.95;0.689985;0.723035;0.0135435;0.01660135;-5.60135;-2.80935;-3.86484748;0.000474725;0.498883304
74.25;0.69008;0.72253;0.0139525;0.01473715;-5.6007;-2.80935;-3.864931056;-0.001060035;0.498603502
74.55;0.68985;0.722535;0.0143365;0.012083766;-5.60255;-2.8119;-3.864919118;0.000833271;0.49844077
74.84;0.689655;0.723065;0.0135175;0.012914365;-5.60525;-2.8126;-3.865688689;-0.000303819;0.498665393
75.14;0.690205;0.722755;0.013544;0.013742;-5.6001;-2.8096;-3.865217021;-0.000137025;0.498849115
75.44;0.68993;0.722505;0.013882;0.013616788;-5.6029;-2.81055;-3.865608797;0.000193334;0.498477875
75.73;0.689625;0.723135;0.013986;0.013180208;-5.6057;-2.81275;-3.865830863;0.00014164;0.498691974
